"";"title";"first_name";"last_name";"full_name";"gender";"date_birth";"place_birth";"country_birth";"date_death";"religion";"family_stat";"occupation";"party";"time";"legislature";"elect_distr";"faction";"mandate_type"
"13750";"Dr.";"Karl";"Miltner";"Dr. Karl Miltner";"männlich";"16.07.1929";"Engen";NA;NA;"katholisch";"verheiratet, 1 Kind";"Oberregierungsrat a. D.";"CDU";4;"9";"181";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"13751";"";"Peter";"Milz";"Peter Milz";"männlich";"07.12.1934";"Mechernich / Krs. Euskirchen (Eifel)";NA;"26.11.1986";"katholisch";"verheiratet, 4 Kinder";"Stukkteurmeister";"CDU";4;"10";"58";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"13752";"";"Wolfgang";"Mischnick";"Wolfgang Mischnick";"männlich";"29.09.1921";"Dresden";NA;"06.10.2002";"evangelisch";"verheiratet";"Geschäftsführer";"FDP";4;"6";NA;"Fraktion der Freien Demokratischen Partei";"Landesliste"
"13759";"";"Helmuth";"Möhring";"Helmuth Möhring";"männlich";"11.03.1922";"Brockhöfe / Kreis Uelzen";NA;"21.06.2006";"ohne Angaben";"verheiratet, 2 Kinder";"Bäcker";"SPD";4;"9";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"13760";"";"Jürgen W.";"Möllemann";"Jürgen W. Möllemann";"männlich";"15.07.1945";"Augsburg";NA;"05.06.2003";"ohne Angaben";"verheiratet, 3 Kinder";"Unternehmensberater, Lehrer, Bundesminister a. D.";"FDP";4;"10";NA;"Fraktion der Freien Demokratischen Partei";"Landesliste"
"13761";"Dr.";"Alex";"Möller";"Dr. Alex Möller";"männlich";"26.04.1903";"Dortmund";NA;"02.10.1985";"evangelisch";"verwitwet, 1 Kind";"Professor, Bundesminister a. D.";"SPD";4;"7";"181";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"13762";"Dr.";"Franz";"Möller";"Dr. Franz Möller";"männlich";"02.11.1930";"Lingen / Emsland";NA;"13.04.2018";"katholisch";"verheiratet, 3 Kinder";"Rechtsanwalt, Ministerialdirigent a. D.";"CDU";4;"11";"65";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"13766";"";"Karl";"Moersch";"Karl Moersch";"männlich";"11.03.1926";"Calw";NA;"12.07.2017";"evangelisch";"verheiratet, 1 Kind";"Staatsminister im Auswärtigen Amt";"FDP";4;"7";NA;"Fraktion der Freien Demokratischen Partei";"Landesliste"
"13769";"Dr.";"Karl";"Mommer";"Dr. Karl Mommer";"männlich";"13.03.1910";"Wevelinghoven / Rheinland";NA;"03.09.1990";"ohne Angaben";"verheiratet";"Geschäftsführer, Vizepräsident DBT a. D.";"SPD";4;"4";"165";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"13782";"";"Adolf";"Müller";"Adolf Müller";"männlich";"13.05.1916";"Remscheid-Lennep";NA;"22.02.2005";"katholisch";"verheiratet, 2 Kinder";"Facharbeiter";"CDU";4;"7";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"13784";"";"Alfons";"Müller";"Alfons Müller";"männlich";"28.05.1931";"Berzdorf";NA;"13.10.2003";"katholisch";"verheiratet, 3 Kinder";"Geschäftsführer";"CDU";4;"12";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"13785";"";"Christian";"Müller";"Christian Müller";"männlich";"24.12.1947";"Görlitz / Krs. Görlitz";NA;NA;"ohne Angaben";"verheiratet, 2 Kinder";"Dipl.-Ingenieur";"SPD";4;"15";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"13788";"Dr.";"Günther";"Müller";"Dr. Günther Müller";"männlich";"27.09.1934";"Passau";NA;"27.02.1997";"evangelisch";"verheiratet, 3 Kinder";"Historiker";"CSU";4;"7";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"13790";"";"Hans-Werner";"Müller";"Hans-Werner Müller";"männlich";"03.09.1942";"Nunkirchen / Krs. Merzig-Wadern, Saarland";NA;NA;"katholisch";"verheiratet, 2 Kinder";"Maschinenbaumeister, Diplomhandelslehrer";"CDU";4;"11";"246";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"13792";"";"Heinrich";"Müller";"Heinrich Müller";"männlich";"28.10.1919";"Klein-Jannewitz / Pommern";NA;"10.03.2005";"evangelisch";"verheiratet, 5 Kinder";"Geschäftsführer a. D.";"SPD";4;"7";"23";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"13794";"";"Johannes";"Müller";"Johannes Müller";"männlich";"05.08.1905";"Schaffhausen / Krs. Saarlouis";NA;"15.05.1992";"katholisch";"verheiratet, 3 Kinder";"Elektromeister, Gewerkschaftssekretär";"CDU";4;"7";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"13801";"";"Michael";"Müller";"Michael Müller";"männlich";"10.07.1948";"Bernburg / Saale";NA;NA;"ohne Angaben";"verheiratet";"Dipl.-Betriebswirt, Parl. Staatssekretär";"SPD";4;"13";"74";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"13805";"";"Rudolf";"Müller";"Rudolf Müller";"männlich";"26.11.1932";"Thomigsdorf / Sudetenland";NA;NA;"ohne Angaben";"verheiratet, 1 Kind";"Studiendirektor a. D.";"SPD";4;"10";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"13806";"";"Willi";"Müller";"Willi Müller";"männlich";"14.07.1925";"Mülheim";NA;"18.01.2007";"katholisch";"verheiratet, 4 Kinder";"Angestellter";"SPD";4;"8";"86";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"13807";"";"Willy";"Müller";"Willy Müller";"männlich";"10.10.1903";"Laufen";"Schweiz";"19.09.1976";"ohne Angaben";"keine Angaben";"Fabrikdirektor";"SPD";4;"4";"157";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"13808";"Dr.";"Adolf";"Müller-Emmert";"Dr. Adolf Müller-Emmert";"männlich";"01.03.1922";"Ludwigshafen / Rhein";NA;"02.07.2011";"katholisch";"verheiratet, 4 Kinder";"Rechtsanwalt, Oberstaatsanwalt a. D.";"SPD";4;"7";"161";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"13809";"Dr.";"Ernst";"Müller-Hermann";"Dr. Ernst Müller-Hermann";"männlich";"30.09.1915";"Königsberg / Ostpreußen";NA;"19.07.1994";"evangelisch";"verheiratet, 3 Kinder";"Volkswirt, Schriftleiter";"CDU";4;"4";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"13810";"";"Franz";"Müntefering";"Franz Müntefering";"männlich";"16.01.1940";"Neheim-Hüsten";NA;NA;"ohne Angaben";"verwitwet, 2 Kinder";"Industriekaufmann, Bundesminister a. D.";"SPD";4;"10";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"13820";"";"Werner";"Nagel";"Werner Nagel";"männlich";"18.02.1934";"Mannheim";NA;"12.07.1993";"ohne Angaben";"verheiratet, 1 Kind";"Feinmechaniker";"SPD";4;"10";"179";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"13825";"";"Albert";"Nehm";"Albert Nehm";"männlich";"23.02.1932";"Zierenberg";NA;"14.07.2012";"evangelisch";"verheiratet, 3 Kinder";"Stellmacher";"SPD";4;"11";"126";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"13826";"";"Engelbert";"Nelle";"Engelbert Nelle";"männlich";"09.06.1933";"Essen";NA;"22.08.2016";"katholisch";"verheiratet, 3 Kinder";"Diplom-Handelslehrer";"CDU";4;"12";"40";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"13827";"";"Peter";"Nellen";"Peter Nellen";"männlich";"10.08.1912";"Düren";NA;"29.12.1969";"katholisch";"verheiratet";"Regierungsrat";"SPD";4;"4";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"13828";"";"Kurt";"Neubauer";"Kurt Neubauer";"männlich";"30.09.1922";"Berlin";NA;"09.12.2012";"ohne Angaben";"verheiratet, 1 Kind";"Feinmechaniker";"SPD";4;"4";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"13833";"";"Bernd";"Neumann";"Bernd Neumann";"männlich";"06.01.1942";"Elbing / Westpreußen";NA;NA;"evangelisch";"verheiratet, 2 Kinder";"Pädagoge, Parl. Staatssekretär a. D., Staatsminister";"CDU";4;"14";"50";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"13835";"";"Franz";"Neumann";"Franz Neumann";"männlich";"14.08.1904";"Berlin";NA;"09.10.1974";"ohne Angaben";"verheiratet";"Bürgermeister a. D.";"SPD";4;"4";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"13837";"";"Paul";"Neumann";"Paul Neumann";"männlich";"06.12.1929";"Bad Ziegenhals / Schlesien";NA;"11.03.2015";"ohne Angaben";"verheiratet, 2 Kinder";"Gemeindedirektor a. D.";"SPD";4;"8";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"13838";"";"Volker";"Neumann";"Volker Neumann";"männlich";"10.09.1942";"Forst / Lausitz";NA;NA;"ohne Angaben";"keine Angaben";"Rechtsanwalt und Notar";"SPD";4;"12";"32";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"13840";"Dr.";"Hanna";"Neumeister";"Dr. Hanna Neumeister";"weiblich";"06.07.1920";"Bad Harzburg";NA;"01.10.2010";"evangelisch";"2 Kinder";"Zahnärztin";"CDU";4;"10";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"13841";"";"Christa";"Nickels";"Christa Nickels";"weiblich";"29.07.1952";"Setterich / Nordrhein-Westfalen";NA;NA;"katholisch";"verheiratet, 2 Kinder";"Fachkrankenschwester";"BÜNDNIS 90/DIE GRÜNEN";4;"14";"55";"Fraktion Bündnis 90/Die Grünen";"Landesliste"
"13847";"";"Alois";"Niederalt";"Alois Niederalt";"männlich";"10.04.1911";"Niedermurach";NA;"16.07.2004";"katholisch";"verheiratet, 3 Kinder";"Regierungsdirektor a. D., Bundesminister für Angelegenh. d. Bundesrates u. Länder";"CSU";4;"4";"216";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"13848";"";"Lorenz";"Niegel";"Lorenz Niegel";"männlich";"20.06.1933";"Lichtenfels";NA;"24.07.2001";"katholisch";"verheiratet, 4 Kinder";"Dipl.-Ingenieur (FH)";"CSU";4;"9";"226";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"13849";"Dr.";"Edith";"Niehuis";"Dr. Edith Niehuis";"weiblich";"02.08.1950";"Gölriehenfeld";NA;NA;"evangelisch";"verheiratet, 2 Kinder";"Dipl.-Pädagogin";"SPD";4;"14";"48";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"13850";"Dr.";"Rolf";"Niese";"Dr. Rolf Niese";"männlich";"21.08.1943";"Wentorf";NA;NA;"ohne Angaben";"keine Angaben";"Wissenschaftlicher Angestellter";"SPD";4;"14";"17";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"13857";"Dr.";"Wilhelm";"Nöbel";"Dr. Wilhelm Nöbel";"männlich";"05.11.1936";"Bonn";NA;"08.04.2006";"katholisch";"verheiratet, 2 Kinder";"Ministerialrat a. D.";"SPD";4;"11";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"13861";"";"Claudia";"Nolte";"Claudia Nolte";"weiblich";"07.02.1966";"Rostock";NA;NA;"katholisch";"verheiratet, 1 Kind";"Dipl.-Ingenieurin, Bundesministerin a. D.";"CDU";4;"14";"307";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"13862";"";"Günther Friedrich";"Nolting";"Günther Friedrich Nolting";"männlich";"07.04.1950";"Minden";NA;"13.08.2008";"ohne Angaben";"ledig";"Lehrer a. D.";"FDP";4;"14";"104";"Fraktion der Freien Demokratischen Partei";"Landesliste"
"13872";"";"Doris";"Odendahl";"Doris Odendahl";"weiblich";"30.06.1933";"Stuttgart";NA;"14.06.2013";"ohne Angaben";"verwitwet, 1 Kind";"Kaufmännische Angestellte";"SPD";4;"13";"164";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"13875";"";"Günter";"Oesinghaus";"Günter Oesinghaus";"männlich";"04.08.1943";"Wahlscheid / Nordrhein-Westfalen";NA;NA;"ohne Angaben";"verheiratet";"Hauptschullehrer a. D., Versicherungskaufmann";"SPD";4;"14";"62";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"13880";"";"Richard";"Oetzel";"Richard Oetzel";"männlich";"12.07.1901";"Witten-Annen";NA;"09.03.1985";"evangelisch";"verheiratet";"Bauingenieur, Zimmermeister";"CDU";4;"4";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"13881";"";"Rainer";"Offergeld";"Rainer Offergeld";"männlich";"26.12.1937";"Genua";NA;NA;"ohne Angaben";"verheiratet, 3 Kinder";"Rechtsanwalt und Fachanwalt für Steuerrecht";"SPD";4;"9";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"13884";"Dr.";"Martin";"Oldenstädt";"Dr. Martin Oldenstädt";"männlich";"27.11.1924";"Barnstorf / Krs. Grafschaft Diepholz";NA;"21.11.2004";"evangelisch";"verheiratet, 2 Kinder";"Öffentlich bestellter Vermessungsingenieur";"CDU";4;"10";"29";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"13885";"Dr.";"Rolf";"Olderog";"Dr. Rolf Olderog";"männlich";"29.12.1937";"Hamburg";NA;NA;"evangelisch";"verheiratet, 4 Kinder";"Jurist";"CDU";4;"12";"9";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"13886";"";"Erich";"Ollenhauer";"Erich Ollenhauer";"männlich";"27.03.1901";"Magdeburg";NA;"14.12.1963";"ohne Angaben";"verheiratet";"Vorsitzender der SPD";"SPD";4;"4";"41";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"13887";"";"Alfred";"Ollesch";"Alfred Ollesch";"männlich";"20.11.1915";"Castrop-Rauxel";NA;"16.04.1978";"ohne Angaben";"verheiratet, 1 Kind";"Maschinenbauingenieur";"FDP";4;"7";NA;"Fraktion der Freien Demokratischen Partei";"Landesliste"
"13890";"";"Jan";"Oostergetelo";"Jan Oostergetelo";"männlich";"09.02.1934";"Uelsen-Höcklenkamp / Krs. Grafschaft Bentheim";NA;"09.07.1996";"evangelisch-reformiert";"verheiratet, 2 Kinder";"Landwirt";"SPD";4;"11";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"13892";"";"Manfred";"Opel";"Manfred Opel";"männlich";"27.07.1938";"Bayreuth / Oberfranken";NA;NA;"ohne Angaben";"verheiratet, 3 Kinder";"Dipl.-Ingenieur, M.A., Soldat a. D.";"SPD";4;"14";"2";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"13893";"";"Rudolf";"Opitz";"Rudolf Opitz";"männlich";"11.09.1920";"Münster";NA;"25.09.1997";"katholisch";"verheiratet, 2 Kinder";"Fotografenmeister";"FDP";4;"7";NA;"Fraktion der Freien Demokratischen Partei";"Landesliste"
"13903";"";"Eduard";"Oswald";"Eduard Oswald";"männlich";"06.09.1947";"Augsburg";NA;NA;"katholisch";"verheiratet, 2 Kinder";"Dipl.-Betriebswirt (FH), Bundesminister a. D.";"CSU";4;"14";"239";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"13906";"";"Hans-Joachim";"Otto";"Hans-Joachim Otto";"männlich";"30.10.1952";"Heidelberg";NA;NA;"ohne Angaben";"verheiratet, 2 Kinder";"Rechtsanwalt und Notar";"FDP";4;"16";NA;"Fraktion der Freien Demokratischen Partei";"Landesliste"
"13910";"";"Doris";"Pack";"Doris Pack";"weiblich";"18.03.1942";"Schiffweiler / Saarland";NA;NA;"katholisch";"2 Kinder";"Rektorin a. D.";"CDU";4;"10";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"13912";"";"Johann";"Paintner";"Johann Paintner";"männlich";"11.11.1926";"Altusried / Kempten";NA;"03.10.2000";"katholisch";"verheiratet, 5 Kinder";"Landwirt";"FDP";4;"11";NA;"Fraktion der Freien Demokratischen Partei";"Landesliste"
"13916";"";"Detlef";"Parr";"Detlef Parr";"männlich";"08.09.1942";"Düsseldorf";NA;NA;"evangelisch";"verheiratet, 5 Kinder";"Realschulrektor";"FDP";4;"16";NA;"Fraktion der Freien Demokratischen Partei";"Landesliste"
"13919";"";"Peter";"Paterna";"Peter Paterna";"männlich";"22.12.1937";"Cuxhaven";NA;"30.10.2018";"ohne Angaben";"verheiratet, 3 Kinder";"Lehrer a. D.";"SPD";4;"11";"14";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"13921";"";"Ernst";"Paul";"Ernst Paul";"männlich";"27.04.1897";"Steinsdorf";NA;"11.06.1978";"ohne Angaben";"verheiratet";"Journalist";"SPD";4;"4";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"13924";"";"Alfons";"Pawelczyk";"Alfons Pawelczyk";"männlich";"26.02.1933";"Parnow / Kreis Köslin";NA;NA;"evangelisch";"verheiratet, 3 Kinder";"Oberst a. D.";"SPD";4;"9";"16";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"13925";"Dr.";"Peter";"Paziorek";"Dr. Peter Paziorek";"männlich";"29.05.1948";"Gelsenkirchen-Buer";NA;NA;"römisch-katholisch";"verheiratet, 2 Kinder";"Rechtsanwalt, Stadtdirektor a. D., Parl. Staatssekretär";"CDU";4;"15";"131";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"13926";"";"Willi";"Peiter";"Willi Peiter";"männlich";"22.01.1917";"Diez / Lahn";NA;"26.07.1989";"evangelisch";"verheiratet, 3 Kinder";"Stadtoberinspektor a. D.";"SPD";4;"7";"155";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"13928";"Dr.";"Willfried";"Penner";"Dr. Willfried Penner";"männlich";"25.05.1936";"Wuppertal";NA;NA;"ohne Angaben";"verheiratet, 3 Kinder";"Rechtsanwalt";"SPD";4;"10";"70";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"13929";"";"Heinz";"Pensky";"Heinz Pensky";"männlich";"22.08.1921";"Essen";NA;"04.11.2009";"ohne Angaben";"verheiratet, 2 Kinder";"Geschäftsführer";"SPD";4;"9";"73";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"13931";"";"Hans-Wilhelm";"Pesch";"Hans-Wilhelm Pesch";"männlich";"19.06.1937";"Rheydt";NA;NA;"katholisch";"ledig";"Geschäftsführer";"CDU";4;"13";"78";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"13933";"";"Horst";"Peter";"Horst Peter";"männlich";"16.02.1937";"Kassel";NA;"23.09.2012";"evangelisch";"verheiratet, 1 Kind";"Studiendirektor a. D.";"SPD";4;"12";"125";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"13935";"";"Georg";"Peters";"Georg Peters";"männlich";"29.03.1908";"Marienhafe / Krs. Norden";NA;"03.08.1992";"ohne Angaben";"verheiratet";"Schriftsetzer";"SPD";4;"4";"23";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"13937";"";"Walter";"Peters";"Walter Peters";"männlich";"14.08.1912";"Poppenbüll";NA;"08.04.1979";"ohne Angaben";"verheiratet, 5 Kinder";"Landwirt";"FDP";4;"7";NA;"Fraktion der Freien Demokratischen Partei";"Landesliste"
"13939";"";"Peter";"Petersen";"Peter Petersen";"männlich";"30.10.1926";"Hamburg";NA;"17.03.2005";"evangelisch";"verheiratet, 3 Kinder";"Selbständiger Marktforscher";"CDU";4;"9";"164";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"13940";"";"Ulrich";"Petzold";"Ulrich Petzold";"männlich";"23.09.1951";"Wittenberg";NA;NA;"evangelisch";"verheiratet, 2 Kinder";"Dipl.-Ingenieur";"CDU";4;"16";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"13942";"";"Gerhard O.";"Pfeffermann";"Gerhard O. Pfeffermann";"männlich";"17.06.1936";"Gießen";NA;"14.11.2019";"katholisch";"verheiratet, 3 Kinder";"Ingenieur";"CDU";4;"10";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"13943";"";"Anton";"Pfeifer";"Anton Pfeifer";"männlich";"21.03.1937";"Villingen / Schwarzwald";NA;NA;"katholisch";"verheiratet, 2 Kinder";"Staatsminister a. D.";"CDU";4;"8";"194";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"13946";"Dr.";"Gero";"Pfennig";"Dr. Gero Pfennig";"männlich";"11.02.1945";"Jüterbog";NA;NA;"evangelisch";"verheiratet, 1 Kind";"Rechtsanwalt und Notar";"CDU";4;"12";"252";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"13947";"Dr.";"Robert";"Pferdmenges";"Dr. Robert Pferdmenges";"männlich";"27.03.1880";"Mönchengladbach";NA;"28.09.1962";"evangelisch";"verheiratet";"Bankier i. R.";"CDU";4;"4";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"13950";"Dr.";"Friedbert";"Pflüger";"Dr. Friedbert Pflüger";"männlich";"06.03.1955";"Hannover";NA;NA;"evangelisch-lutherisch";"keine Angaben";"Geschäftsführer, Parl. Staatssekretär a. D.";"CDU";4;"15";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"13954";"";"Walter";"Picard";"Walter Picard";"männlich";"10.12.1923";"Hausen / Krs. Offenbach";NA;"10.03.2000";"katholisch";"verheiratet, 5 Kinder";"Rektor a. D.";"CDU";4;"8";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"13955";"Prof. Dr.";"Eckhart";"Pick";"Prof. Dr. Eckhart Pick";"männlich";"08.02.1941";"Mainz";NA;NA;"freireligiös";"verheiratet, 2 Kinder";"Universitätsprofessor a. D.";"SPD";4;"14";"154";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"13956";"";"Elmar";"Pieroth";"Elmar Pieroth";"männlich";"09.11.1934";"Bad Kreuznach";NA;"31.08.2018";"katholisch";"verheiratet, 6 Kinder";"Diplom-Volkswirt, Unternehmer";"CDU";4;"9";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"13957";"";"Liselotte";"Pieser";"Liselotte Pieser";"weiblich";"30.12.1917";"Beierfeld";NA;"24.11.1998";"katholisch";"unverheiratet, 1 Pflegekind";"Dipl.-Volkswirtin";"CDU";4;"8";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"13959";"Dr.";"Winfried";"Pinger";"Dr. Winfried Pinger";"männlich";"15.05.1932";"Lindlar";NA;NA;"katholisch";"verheiratet, 6 Kinder";"Rechtsanwalt, Universitätsprofessor";"CDU";4;"10";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"13960";"";"Elisabeth";"Pitz-Savelsberg";"Elisabeth Pitz-Savelsberg";"weiblich";"08.07.1906";"Aachen";NA;"13.10.1996";"katholisch";"verwitwet, 4 Kinder";"Regierungsrätin a. D.";"CDU";4;"5";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"13963";"";"Heinz";"Pöhler";"Heinz Pöhler";"männlich";"16.02.1919";"Waldau";NA;"21.09.1989";"ohne Angaben";"verheiratet, 2 Kinder";"Redakteur";"SPD";4;"5";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"13966";"";"Ronald";"Pofalla";"Ronald Pofalla";"männlich";"15.05.1959";"Weeze / Krs. Kleve";NA;NA;"evangelisch";"ohne Angaben";"Rechtsanwalt, Dipl.-Sozialpädagoge (FH)";"CDU";4;"15";"113";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"13968";"";"Kurt";"Pohle";"Kurt Pohle";"männlich";"02.05.1899";"Forst";NA;"03.11.1961";"konfessionslos";"keine Angaben";"Journalist";"SPD";4;"4";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"13972";"";"Eberhard";"Pohlmann";"Eberhard Pohlmann";"männlich";"31.03.1931";"Bielefeld";NA;NA;"evangelisch";"verheiratet, 2 Kinder";"Hauptgeschäftsführer";"CDU";4;"9";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"13974";"";"Walter";"Polkehn";"Walter Polkehn";"männlich";"24.07.1921";"Ortelsburg / Ostpreußen";NA;"16.08.1985";"ohne Angaben";"verheiratet, 2 Kinder";"Bundesbankamtsinspektor a. D.";"SPD";4;"10";"22";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"13979";"";"Konrad";"Porzner";"Konrad Porzner";"männlich";"04.02.1935";"Larrieden / Krs. Feuchtwangen";NA;NA;"evangelisch";"verheiratet, 4 Kinder";"Staatssekretär a. D.";"SPD";4;"7";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"13980";"";"Joachim";"Poß";"Joachim Poß";"männlich";"27.12.1948";"Westerholt / Westfalen";NA;NA;"ohne Angaben";"verheiratet, 3 Kinder";"Verwaltungsleiter";"SPD";4;"10";"93";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"13986";"Dr.";"Ludwig";"Preiß";"Dr. Ludwig Preiß";"männlich";"25.07.1910";"Leidenhofen / Krs. Marburg";NA;"14.05.1996";"evangelisch";"verheiratet";"Dipl.-Landwirt, Wirtschafts- und Außenhandelsberater";"CDU";4;"4";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"13990";"";"Moritz-Ernst";"Priebe";"Moritz-Ernst Priebe";"männlich";"17.01.1902";"Boguschau / Krs. Graudenz";NA;"26.01.1990";"ohne Angaben";"verheiratet";"Pastor a. D.";"SPD";4;"4";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"13992";"Dr.";"Albert";"Probst";"Dr. Albert Probst";"männlich";"29.12.1931";"Garching bei München";NA;"24.03.2015";"katholisch";"verheiratet, 4 Kinder";"Dipl.-Agraringenieur";"CSU";4;"9";"200";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"13993";"Dr.";"Maria";"Probst";"Dr. Maria Probst";"weiblich";"01.07.1902";"München";NA;"01.05.1967";"katholisch";"verwitwet, 2 Kinder";"Vizepräsidentin DBT a. D., Lehrerin";"CSU";4;"4";"233";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
